test,genotype,cross,plant_no,plot,year,loc,mg,fc,pb,md,yield,seed_weight,gs_gl,ht,det,ldg,ag_score,oil_dry_basis,protein_dry_basis
Plant Rows,N21-0409,Mx17-12,9,RM21-0409,2021,CLA,5.4-5.9,W,T,282,1302.4,14.5,,,I,,3,21.92,42.84
Plant Rows,N21-0410,Mx17-13,5,RM21-0410,2021,CLA,5.4-5.9,P,T,283,990.7,15.3,,,I,,3.5,23.22,42.71
Plant Rows,N21-0411,Mx17-13,6,RM21-0411,2021,CLA,5.4-5.9,P,G,285,1130.7,14.5,,,I,,3,22.69,42.71
Plant Rows,N21-0412,Mx17-13,14,RM21-0412,2021,CLA,5.4-5.9,P,G,282,1466,15.4,,,I,,3.5,22.49,41.31
Plant Rows,N21-0413,Mx17-13,15,RM21-0413,2021,CLA,5.4-5.9,P,G,282,797.7,13.3,,,I,,3,23.78,41.19
Plant Rows,N21-0414,Mx17-13,37,RM21-0414,2021,CLA,5.4-5.9,P,G,282,540.3,13.8,,,S,,x,22.34,44.07
Plant Rows,N21-0415,Mx17-13,53,RM21-0415,2021,CLA,5.4-5.9,W,G,284,813,14.1,,,D,,3,24.67,40.26
Plant Rows,N21-0416,Mx17-15,1,RM21-0416,2021,CLA,5.4-5.9,P,G,283,515,16.4,,,I,,3.5,23.38,44.48
Plant Rows,N21-0418,Mx17-15,7,RM21-0418,2021,CLA,5.4-5.9,W,G,284,372.2,15.9,,,D,,3.5,22.02,45.63
Plant Rows,N21-0419,Mx17-15,8,RM21-0419,2021,CLA,5.4-5.9,W,G,286,1304.6,19.3,,,D,,2.5,21.16,46.64
Plant Rows,N21-0420,Mx17-15,9,RM21-0420,2021,CLA,5.4-5.9,W,G,287,403,17.8,,,D,,3,21.6,45.33
Plant Rows,N21-0421,Mx17-15,10,RM21-0421,2021,CLA,5.4-5.9,W,G,287,246.6,15.3,,,D,,4,23.05,45.9
Plant Rows,N21-0422,Mx17-16,2,RM21-0422,2021,CLA,5.4-5.9,P,T,285,500.3,15.7,,,D,,3,23.95,42.37
Plant Rows,N21-0423,Mx17-16,4,RM21-0423,2021,CLA,5.4-5.9,W,T,283,516.2,14.9,,,S,,x,23.73,44.46
Plant Rows,N21-0424,Mx17-16,7,RM21-0424,2021,CLA,5.4-5.9,W,S,283,340.9,14.9,,,D,,x,23.96,42.46
Plant Rows,N21-0426,Mx17-21,2,RM21-0426,2021,CLA,5.4-5.9,W,T,285,328.9,14.1,,,D,,4,22.54,46.92
Plant Rows,N21-0430,Mx17-21,7,RM21-0430,2021,CLA,5.4-5.9,P,T,285,907.2,17,,,D,,3,21.88,44.87
Plant Rows,N21-0432,Mx17-21,11,RM21-0432,2021,CLA,5.4-5.9,W,T,284,548.5,15.3,,,D,,3.5,22.86,45.69
Plant Rows,N21-0433,Mx17-21,14,RM21-0433,2021,CLA,5.4-5.9,P,T,284,270.3,14.5,,,D,,5,22.63,45.55
Plant Rows,N21-0434,Mx17-21,15,RM21-0434,2021,CLA,5.4-5.9,P,T,285,704.5,17.6,,,S,,x,21.92,46.98
Plant Rows,N21-0435,Mx17-21,16,RM21-0435,2021,CLA,5.4-5.9,W,T,286,585.8,16.1,,,D,,3.5,21.51,47.19
Plant Rows,N21-0436,Mx17-21,17,RM21-0436,2021,CLA,5.4-5.9,W,T,286,796.2,13.5,,,I,,3,20.62,45.83
Plant Rows,N21-0437,Mx17-21,19,RM21-0437,2021,CLA,5.4-5.9,P,T,287,1354.6,16.4,,,D,,3,21,44.41
Plant Rows,N21-0438,Mx17-21,20,RM21-0438,2021,CLA,5.4-5.9,S,T,287,994.5,16.2,,,S,,x,21.43,45.7
Plant Rows,N21-0439,Mx17-21,21,RM21-0439,2021,CLA,5.4-5.9,P,T,285,1133.8,15.8,,,I,,3,22.38,44.75
Plant Rows,N21-0440,Mx17-21,22,RM21-0440,2021,CLA,5.4-5.9,P,T,285,865.3,16.8,,,I,,2.5,22.43,44.74
Plant Rows,N21-0441,Mx17-21,23,RM21-0441,2021,CLA,5.4-5.9,S,T,285,581.1,14.3,,,S,,x,22.14,44.79
Plant Rows,N21-0442,,25,RM21-0442,2021,CLA,5.4-5.9,P,T,285,539,13,,,D,,3.5,,
Plant Rows,N21-0443,Mx17-21,26,RM21-0443,2021,CLA,5.4-5.9,P,T,285,393.2,15.3,,,D,,4,22.12,45.91
Plant Rows,N21-0444,Mx17-21,28,RM21-0444,2021,CLA,5.4-5.9,W,T,285,329.6,14.3,,,D,,4,22.56,42.47
Plant Rows,N21-0445,Mx17-21,30,RM21-0445,2021,CLA,5.4-5.9,P,T,284,322,14.4,,,D,,3.5,22.65,44.53
Plant Rows,N21-0447,Mx17-21,32,RM21-0447,2021,CLA,5.4-5.9,W,T,284,960.5,16.7,,,D,,2.5,21.76,43.98
Plant Rows,N21-0449,Mx17-21,36,RM21-0449,2021,CLA,5.4-5.9,W,T,285,97,13.1,,,D,,4,21.39,44.58
Plant Rows,N21-0451,Mx17-21,38,RM21-0451,2021,CLA,5.4-5.9,P,T,285,159.5,14.9,,,D,,4,21.85,45.41
Plant Rows,N21-0458,Mx17-21,51,RM21-0458,2021,CLA,5.4-5.9,W,T,285,283.2,13.2,,,D,,4,22.88,42.95
Plant Rows,N21-0462,Mx17-22,77,RM21-0462,2021,CLA,5.4-5.9,P,T,284,211.8,13,,,D,,4,25.25,39.8
Plant Rows,N21-0463,Mx17-23,6,RM21-0463,2021,CLA,5.4-5.9,P,T,285,376.1,13.2,,,D,,3.5,24.47,40.98
Plant Rows,N21-0464,Mx17-24,9,RM21-0464,2021,CLA,5.4-5.9,P,T,283,462.7,11.8,,,S,,x,23.87,40.83
Plant Rows,N21-0465,Mx17-25,7,RM21-0465,2021,CLA,5.4-5.9,P,G,285,839.1,14.2,,,I,,3.5,22.7,43.76
Plant Rows,N21-0466,Mx17-25,12,RM21-0466,2021,CLA,5.4-5.9,W,T,284,473.8,12.3,,,I,,3.5,22.38,42.26
Plant Rows,N21-0467,Mx17-25,16,RM21-0467,2021,CLA,5.4-5.9,P,T,285,313.8,15.5,,,D,,3.5,21.26,45.22
Plant Rows,N21-0468,Mx17-25,17,RM21-0468,2021,CLA,5.4-5.9,P,T,284,293.7,14.9,,,D,,4,22.94,44.05
Plant Rows,N21-0469,Mx17-25,18,RM21-0469,2021,CLA,5.4-5.9,W,T,285,345.1,14.2,,,I,,3.5,21.9,43.87
Plant Rows,N21-0470,Mx17-25,20,RM21-0470,2021,CLA,5.4-5.9,P,T,284,334.5,15.2,,,I,,3.5,22.56,43.6
Plant Rows,N21-0471,Mx17-25,22,RM21-0471,2021,CLA,5.4-5.9,W,T,286,215.3,16.7,,,D,,4,21.54,44.99
Plant Rows,N21-0472,Mx17-25,24,RM21-0472,2021,CLA,5.4-5.9,P,S,284,319.6,15.4,,,D,,3.5,24.01,41.11
Plant Rows,N21-0475,Mx17-25,37,RM21-0475,2021,CLA,5.4-5.9,P,S,283,334.6,17.5,,,D,,5,22.95,44.9
Plant Rows,N21-0481,Mx17-25,55,RM21-0481,2021,CLA,5.4-5.9,W,G,288,1129.5,15,,,I,,3,23.61,42.24
Plant Rows,N21-0482,Mx17-25,56,RM21-0482,2021,CLA,5.4-5.9,P,S,285,992.4,17.1,,,D,,x,21.65,45.31
Plant Rows,N21-0483,Mx17-25,59,RM21-0483,2021,CLA,5.4-5.9,S,T,585,731.5,12.2,,,D,,3,22.69,44.35
Plant Rows,N21-0484,Mx17-25,60,RM21-0484,2021,CLA,5.4-5.9,P,T,284,671.4,14.5,,,I,,3.5,22.2,44.81
Plant Rows,N21-0485,Mx17-25,61,RM21-0485,2021,CLA,5.4-5.9,P,S,284,681.7,14.5,,,D,,x,23.55,43.96
Plant Rows,N21-0486,Mx17-25,66,RM21-0486,2021,CLA,5.4-5.9,S,S,286,1008,13.8,,,I,,x,21.21,44.15
Plant Rows,N21-0487,Mx17-25,67,RM21-0487,2021,CLA,5.4-5.9,P,G,284,809.1,15.3,,,I,,3,22.48,43.01
Plant Rows,N21-0488,Mx17-25,68,RM21-0488,2021,CLA,5.4-5.9,W,G,288,837.2,17,,,I,,3,22.04,44.91
Plant Rows,N21-0489,Mx17-25,69,RM21-0489,2021,CLA,5.4-5.9,P,G,287,555.6,14.1,,,D,,3.5,21.35,44.89
Plant Rows,N21-0490,Mx17-25,70,RM21-0490,2021,CLA,5.4-5.9,W,T,50,1071.4,17.3,,,I,,3,21.43,44.24
Plant Rows,N21-0491,Mx17-25,75,RM21-0491,2021,CLA,5.4-5.9,P,T,285,370.6,14.3,,,D,,4,22.37,45.53
Plant Rows,N21-0492,Mx17-25,78,RM21-0492,2021,CLA,5.4-5.9,W,S,284,679.4,12.2,,,D,,x,21.83,43.65
Plant Rows,N21-0493,Mx17-26,15,RM21-0493,2021,CLA,5.4-5.9,P,G,284,987.4,12.4,,,D,,3,24.33,40.16
Plant Rows,N21-0494,Mx17-27,2,RM21-0494,2021,CLA,5.4-5.9,W,G,283,997.5,12.8,,,D,,3.5,23.08,42.16
Plant Rows,N21-0495,Mx17-27,3,RM21-0495,2021,CLA,5.4-5.9,S,G,282,433.3,12.9,,,S,,x,22.9,44.17
Plant Rows,N21-0496,Mx17-27,6,RM21-0496,2021,CLA,5.4-5.9,S,S,284,774.1,13.8,,,D,,x,22.55,44.33
Plant Rows,N21-0497,Mx17-27,7,RM21-0497,2021,CLA,5.4-5.9,W,S,284,501.9,14.6,,,D,,x,23.19,42.77
Plant Rows,N21-0498,Mx17-27,15,RM21-0498,2021,CLA,5.4-5.9,W,G,283,479.2,13.1,,,D,,3.5,23.45,43.81
Plant Rows,N21-0499,Mx17-27,16,RM21-0499,2021,CLA,5.4-5.9,S,G,284,538.7,15.3,,,D,,3.5,22.88,44.21
Plant Rows,N21-0500,Mx17-27,18,RM21-0500,2021,CLA,5.4-5.9,W,G,284,652.9,13.9,,,S,,x,22.86,43.32
Plant Rows,N21-0501,Mx17-27,19,RM21-0501,2021,CLA,5.4-5.9,P,G,283,959.8,14.7,,,D,,4,23.59,43
Plant Rows,N21-0502,Mx17-27,20,RM21-0502,2021,CLA,5.4-5.9,W,G,284,1045.3,16.1,,,I,,3.5,22.95,43.52
Plant Rows,N21-0503,Mx17-27,27,RM21-0503,2021,CLA,5.4-5.9,P,G,284,307.4,13.1,,,S,,x,22.91,42.15
Plant Rows,N21-0504,Mx17-27,28,RM21-0504,2021,CLA,5.4-5.9,P,G,284,542.1,14.3,,,D,,4,24.7,41.35
Plant Rows,N21-0505,Mx17-27,29,RM21-0505,2021,CLA,5.4-5.9,P,G,284,726.3,13.2,,,D,,3.5,22.26,44.16
Plant Rows,N21-0506,Mx17-27,30,RM21-0506,2021,CLA,5.4-5.9,W,G,285,710.2,16.3,,,D,,4,23.53,44.64
Plant Rows,N21-0507,Mx17-27,31,RM21-0507,2021,CLA,5.4-5.9,W,G,285,734,14.6,,,D,,3.5,23.56,44.33
Plant Rows,N21-0508,Mx17-27,42,RM21-0508,2021,CLA,5.4-5.9,P,G,285,723.7,16.7,,,S,,x,24.4,41.96
Plant Rows,N21-0509,Mx17-27,47,RM21-0509,2021,CLA,5.4-5.9,W,G,284,740,14,,,D,,3.5,21.91,43.92
Plant Rows,N21-0510,Mx17-27,49,RM21-0510,2021,CLA,5.4-5.9,P,G,284,819.4,15.5,,,D,,4,22.26,44.07
Plant Rows,N21-0511,Mx17-29,1,RM21-0511,2021,CLA,5.4-5.9,W,T,284,772.2,14.1,,,S,,x,22.14,46.49
Plant Rows,N21-0512,Mx17-29,2,RM21-0512,2021,CLA,5.4-5.9,P,G,284,809.2,15.8,,,S,,x,21.95,45.86
Plant Rows,N21-0513,Mx17-29,3,RM21-0513,2021,CLA,5.4-5.9,W,T,283,499.2,12.2,,,D,,3,23.41,43.62
Plant Rows,N21-0514,Mx17-29,4,RM21-0514,2021,CLA,5.4-5.9,P,T,285,982.7,14.4,,,D,,3,21.93,44.27
Plant Rows,N21-0515,Mx17-29,5,RM21-0515,2021,CLA,5.4-5.9,W,G,285,588.8,15.1,,,D,,4,21.71,45.71
Plant Rows,N21-0516,Mx17-29,6,RM21-0516,2021,CLA,5.4-5.9,P,T,285,865.5,17,,,D,,3,22.12,46.73
Plant Rows,N21-0517,Mx17-29,8,RM21-0517,2021,CLA,5.4-5.9,W,T,285,508.9,13.6,,,D,,3.5,21.93,45.21
Plant Rows,N21-0518,Mx17-29,9,RM21-0518,2021,CLA,5.4-5.9,P,S,284,995.8,13.2,,,I,,x,22.35,44.4
Plant Rows,N21-0519,Mx17-29,10,RM21-0519,2021,CLA,5.4-5.9,P,T,284,336.2,14.2,,,D,,3.5,22.2,45.25
Plant Rows,N21-0520,Mx17-29,11,RM21-0520,2021,CLA,5.4-5.9,P,S,285,665.6,15.1,,,D,,x,21.77,45.42
Plant Rows,N21-0521,Mx17-29,12,RM21-0521,2021,CLA,5.4-5.9,P,T,286,681.6,13.9,,,D,,3.5,22.34,47.2
Plant Rows,N21-0522,Mx17-29,13,RM21-0522,2021,CLA,5.4-5.9,P,T,284,456.6,12.7,,,I,,3,21.97,44.97
Plant Rows,N21-0523,Mx17-29,14,RM21-0523,2021,CLA,5.4-5.9,W,S,283,685.9,11.7,,,I,,x,21.36,46.09
Plant Rows,N21-0524,Mx17-29,15,RM21-0524,2021,CLA,5.4-5.9,P,T,286,594.9,16.8,,,I,,3.5,21.57,45.7
Plant Rows,N21-0525,Mx17-29,16,RM21-0525,2021,CLA,5.4-5.9,P,T,285,514.8,14.7,,,I,,3,23.01,43.59
Plant Rows,N21-0526,Mx17-30,19,RM21-0526,2021,CLA,5.4-5.9,P,G,83,858.9,13,,,I,,3,23.77,41.88
Plant Rows,N21-0527,Mx17-36,15,RM21-0527,2021,CLA,5.4-5.9,P,G,284,703.8,13.4,,,D,,2.5,23.06,42.86
Plant Rows,N21-0530,Mx17-37,18,RM21-0530,2021,CLA,5.4-5.9,P,G,52,1184.3,14.6,,,I,,2.5,21.94,44.2
Plant Rows,N21-0531,Mx17-37,22,RM21-0531,2021,CLA,5.4-5.9,P,G,52,933.2,17.1,,,S,,x,22.32,45.13
Plant Rows,N21-0532,Mx17-37,24,RM21-0532,2021,CLA,5.4-5.9,W,G,284,470.7,12.7,,,I,,3,21.86,45.54
Plant Rows,N21-0533,Mx17-37,29,RM21-0533,2021,CLA,5.4-5.9,W,G,285,698.3,15,,,D,,3.5,22.11,44.58
Plant Rows,N21-0534,Mx17-37,30,RM21-0534,2021,CLA,5.4-5.9,P,G,285,1155.1,19.2,,,S,,x,22.37,45.3
Plant Rows,N21-0535,Mx17-37,32,RM21-0535,2021,CLA,5.4-5.9,P,G,288,960.5,15.1,,,I,,3,22.67,42.87
Plant Rows,N21-0536,Mx17-37,37,RM21-0536,2021,CLA,5.4-5.9,P,G,288,1054.2,18.1,,,I,,3,22.7,44.46
Plant Rows,N21-0537,Mx17-37,38,RM21-0537,2021,CLA,5.4-5.9,P,G,287,1031.4,16.8,,,I,,3,20.79,45.73
Plant Rows,N21-0538,Mx17-37,40,RM21-0538,2021,CLA,5.4-5.9,W,G,285,1036.6,14.8,,,I,,3,21.92,41.72
Plant Rows,N21-0539,Mx17-37,41,RM21-0539,2021,CLA,5.4-5.9,S,G,287,1243.5,18.4,,,I,,3,22.84,44.79
Plant Rows,N21-0540,Mx17-37,42,RM21-0540,2021,CLA,5.4-5.9,S,G,285,889.1,14.5,,,D,,3,21.17,45.05
Plant Rows,N21-0541,Mx17-37,43,RM21-0541,2021,CLA,5.4-5.9,P,G,286,769.1,17.1,,,D,,3.5,22.36,43.05
Plant Rows,N21-0542,Mx17-37,45,RM21-0542,2021,CLA,5.4-5.9,S,G,288,803.8,16.5,,,I,,3,21.1,46.15
Plant Rows,N21-0543,Mx17-37,49,RM21-0543,2021,CLA,5.4-5.9,W,G,287,910.3,15.7,,,I,,3,22.29,43.33
Plant Rows,N21-0544,Mx17-37,50,RM21-0544,2021,CLA,5.4-5.9,W,G,286,1043.6,16.3,,,D,,3,23,45.32
Plant Rows,N21-0545,Mx17-37,53,RM21-0545,2021,CLA,5.4-5.9,P,G,287,624,16.4,,,I,,3.5,23.33,44.24
Plant Rows,N21-0546,Mx17-37,55,RM21-0546,2021,CLA,5.4-5.9,P,G,287,716.4,15.4,,,I,,3,21.79,45.33
Plant Rows,N21-0547,Mx17-37,56,RM21-0547,2021,CLA,5.4-5.9,P,G,287,890.6,15,,,I,,3,22.5,43.97
Plant Rows,N21-0548,Mx17-37,58,RM21-0548,2021,CLA,5.4-5.9,P,G,287,855.7,15.5,,,D,,4,21.53,45.14
Plant Rows,N21-0549,Mx17-37,61,RM21-0549,2021,CLA,5.4-5.9,W,G,286,812,16.8,,,I,,3.5,21.95,44.44
Plant Rows,N21-0550,Mx17-38,8,RM21-0550,2021,CLA,5.4-5.9,P,G,285,706.3,12.5,,,I,,3,23.52,44.71
Plant Rows,N21-0551,Mx17-38,12,RM21-0551,2021,CLA,5.4-5.9,W,T,52,1143.8,14.2,,,I,,3,23.93,43.1
Plant Rows,N21-0552,Mx17-45-1,1,RM21-0552,2021,CLA,5.4-5.9,P,T,52,618.2,13.9,,,I,,3,19.94,46.44
Plant Rows,N21-0553,Mx17-45-1,3,RM21-0553,2021,CLA,5.4-5.9,P,T,52,896.4,15.2,,,D,,3,23.85,43.41
Plant Rows,N21-0554,Mx17-45-1,4,RM21-0554,2021,CLA,5.4-5.9,P,T,52,1189.7,13.3,,,D,,2.5,20.42,45.59
Plant Rows,N21-0555,Mx17-45-1,5,RM21-0555,2021,CLA,5.4-5.9,P,T,52,575.7,14.5,,,I,,3,20.13,47.59
Plant Rows,N21-0556,Mx17-45-1,7,RM21-0556,2021,CLA,5.4-5.9,P,T,52,686.8,12.7,,,D,,3,18.76,50.04
Plant Rows,N21-0557,Mx17-45-1,8,RM21-0557,2021,CLA,5.4-5.9,P,T,52,916.3,14.4,,,I,,3,21.33,47.13
Plant Rows,N21-0558,,10,RM21-0558,2021,CLA,5.4-5.9,P,T,52,838.4,13.9,,,I,,3,,
Plant Rows,N21-0559,Mx17-45-1,12,RM21-0559,2021,CLA,5.4-5.9,P,T,52,911.5,14,,,D,,2.5,20.5,47.61
Plant Rows,N21-0560,Mx17-45-1,13,RM21-0560,2021,CLA,5.4-5.9,P,T,52,859.3,15.5,,,D,,3,19.33,49.68
Plant Rows,N21-0561,Mx17-45-1,14,RM21-0561,2021,CLA,5.4-5.9,P,T,52,981,12.1,,,S,,x,19.67,47.62
Plant Rows,N21-0562,Mx17-45-1,15,RM21-0562,2021,CLA,5.4-5.9,P,T,52,1254.2,15.7,,,D,,2.5,21.59,44.18
Plant Rows,N21-0563,Mx17-45-1,16,RM21-0563,2021,CLA,5.4-5.9,P,T,52,1171.8,12,,,I,,3,19.83,46.76
Plant Rows,N21-0564,Mx17-45-1,18,RM21-0564,2021,CLA,5.4-5.9,P,T,52,950.5,13.4,,,I,,3,20.86,46.39
Plant Rows,N21-0565,Mx17-45-1,20,RM21-0565,2021,CLA,5.4-5.9,P,T,52,1001.5,13,,,I,,2.5,20.7,44.91
Plant Rows,N21-0566,Mx17-45-1,21,RM21-0566,2021,CLA,5.4-5.9,P,T,52,1085.1,12.7,,,I,,2.5,19.87,48.36
Plant Rows,N21-0567,Mx17-45-1,22,RM21-0567,2021,CLA,5.4-5.9,P,T,52,1172.8,12.4,,,I,,3,20.5,46.56
Plant Rows,N21-0568,Mx17-45-1,23,RM21-0568,2021,CLA,5.4-5.9,P,T,52,1174.3,12.8,,,D,,2.5,22.32,43.66
Plant Rows,N21-0569,Mx17-45-1,24,RM21-0569,2021,CLA,5.4-5.9,P,T,52,846.1,13.3,,,D,,2.5,20.42,46.36
Plant Rows,N21-0570,Mx17-45-1,26,RM21-0570,2021,CLA,5.4-5.9,P,T,52,1085.8,13.4,,,I,,2.5,19.78,49.76
Plant Rows,N21-0571,Mx17-45-1,27,RM21-0571,2021,CLA,5.4-5.9,P,T,52,792.5,13.3,,,S,,x,20.6,48.13
Plant Rows,N21-0572,Mx17-45-1,28,RM21-0572,2021,CLA,5.4-5.9,P,T,52,1128.7,16,,,S,,x,22.77,43.15
Plant Rows,N21-0573,Mx17-45-1,29,RM21-0573,2021,CLA,5.4-5.9,P,T,52,633.6,12.5,,,D,,2.5,20.82,45.68
Plant Rows,N21-0574,Mx17-45-1,31,RM21-0574,2021,CLA,5.4-5.9,P,T,52,1093.8,14.4,,,S,,x,22.04,45.12
Plant Rows,N21-0575,Mx17-45-1,33,RM21-0575,2021,CLA,5.4-5.9,P,T,52,783.2,12.8,,,D,,2,20.93,47.47
Plant Rows,N21-0576,Mx17-45-1,35,RM21-0576,2021,CLA,5.4-5.9,P,T,52,923.8,13.5,,,D,,2.5,21.95,45.31
Plant Rows,N21-0577,Mx17-45-1,38,RM21-0577,2021,CLA,5.4-5.9,P,T,52,767.1,14.6,,,D,,3,21.96,46.55
Plant Rows,N21-0578,Mx17-45-1,40,RM21-0578,2021,CLA,5.4-5.9,P,T,52,793.8,14.6,,,D,,3,22.63,44.39
Plant Rows,N21-0579,Mx17-45-1,45,RM21-0579,2021,CLA,5.4-5.9,P,T,52,943.4,13.6,,,D,,3,21.25,46.3
Plant Rows,N21-0580,Mx17-45-1,46,RM21-0580,2021,CLA,5.4-5.9,P,T,52,766.8,12.1,,,I,,3.5,19.98,48.43
Plant Rows,N21-0581,Mx17-45-1,47,RM21-0581,2021,CLA,5.4-5.9,P,T,52,1050.8,13.7,,,I,,2.5,21.09,46.24
Plant Rows,N21-0582,Mx17-45-1,48,RM21-0582,2021,CLA,5.4-5.9,P,T,52,765.2,12.8,,,D,,2,19.7,48.36
Plant Rows,N21-0583,Mx17-45-1,51,RM21-0583,2021,CLA,5.4-5.9,P,T,52,706.1,13.8,,,D,,2,21.11,46.94
Plant Rows,N21-0584,Mx17-45-1,52,RM21-0584,2021,CLA,5.4-5.9,P,T,53,618.3,15.4,,,S,,x,19.97,48.04
Plant Rows,N21-0585,Mx17-45-1,53,RM21-0585,2021,CLA,5.4-5.9,P,T,52,989.6,13.1,,,I,,3,20.51,46.48
Plant Rows,N21-0586,Mx17-45-1,54,RM21-0586,2021,CLA,5.4-5.9,P,T,52,831.7,12.5,,,I,,2.5,20.17,47.55
Plant Rows,N21-0587,Mx17-45-1,55,RM21-0587,2021,CLA,5.4-5.9,P,T,52,952,13.4,,,I,,2.5,19.29,49.77
Plant Rows,N21-0588,Mx17-45-1,56,RM21-0588,2021,CLA,5.4-5.9,P,T,52,1172.7,11.4,,,I,,3,21.95,45.35
Plant Rows,N21-0589,Mx17-45-1,57,RM21-0589,2021,CLA,5.4-5.9,P,T,52,1058.2,13.3,,,I,,3.5,21,46.36
Plant Rows,N21-0590,Mx17-45-1,59,RM21-0590,2021,CLA,5.4-5.9,P,T,52,1175,13.2,,,S,,x,20.91,45.9
Plant Rows,N21-0591,Mx17-45-1,60,RM21-0591,2021,CLA,5.4-5.9,P,T,52,732.4,11.3,,,I,,2.5,19.82,47.68
Plant Rows,N21-0592,Mx17-45-1,62,RM21-0592,2021,CLA,5.4-5.9,P,T,52,963.7,13.6,,,D,,3,19.94,46.77
Plant Rows,N21-0593,Mx17-45-1,63,RM21-0593,2021,CLA,5.4-5.9,P,T,52,1075.3,13.2,,,I,,3.5,21.29,43.75
Plant Rows,N21-0594,Mx17-45-1,64,RM21-0594,2021,CLA,5.4-5.9,P,T,52,1043.6,13.7,,,I,,3,21.34,45.24
Plant Rows,N21-0595,Mx17-45-1,65,RM21-0595,2021,CLA,5.4-5.9,P,T,52,1287.6,11.5,,,I,,2.5,20.49,44.31
Plant Rows,N21-0596,Mx17-45-1,66,RM21-0596,2021,CLA,5.4-5.9,P,T,52,766.6,12.7,,,D,,3,19.44,46.56
Plant Rows,N21-0597,Mx17-45-1,67,RM21-0597,2021,CLA,5.4-5.9,P,T,52,1310.8,14.9,,,I,,2.5,21.16,44.54
Plant Rows,N21-0598,Mx17-45-1,68,RM21-0598,2021,CLA,5.4-5.9,P,T,52,1050,11.5,,,I,,2,21.38,47.01
Plant Rows,N21-0599,Mx17-45-1,70,RM21-0599,2021,CLA,5.4-5.9,P,T,52,930.8,11.8,,,D,,2,20.37,46.39
Plant Rows,N21-0600,Mx17-45-1,71,RM21-0600,2021,CLA,5.4-5.9,P,T,52,924.8,12.5,,,I,,2.5,20.76,47.05
Plant Rows,N21-0601,Mx17-45-1,72,RM21-0601,2021,CLA,5.4-5.9,P,T,52,1069.6,12,,,I,,3,21.16,47.68
Plant Rows,N21-0602,Mx17-45-1,73,RM21-0602,2021,CLA,5.4-5.9,P,T,52,746.4,12.4,,,S,,2.5,21.43,44.77
Plant Rows,N21-0603,Mx17-45-1,75,RM21-0603,2021,CLA,5.4-5.9,P,T,52,1053.4,13.4,,,D,,x,21.23,43.94
Plant Rows,N21-0604,Mx17-45-1,77,RM21-0604,2021,CLA,5.4-5.9,P,T,52,985.5,12.6,,,I,,2,19.88,46.69
Plant Rows,N21-0605,Mx17-45-1,79,RM21-0605,2021,CLA,5.4-5.9,P,T,52,786.6,12.4,,,I,,3.5,21.34,45.7
Plant Rows,N21-0606,Mx17-45-1,84,RM21-0606,2021,CLA,5.4-5.9,P,T,52,1090.4,12.9,,,I,,3.5,20.51,46.72
Plant Rows,N21-0607,Mx17-45-1,85,RM21-0607,2021,CLA,5.4-5.9,P,T,52,1089.7,12.9,,,I,,205,20.08,48.07
Plant Rows,N21-0608,Mx17-45-2,1,RM21-0608,2021,CLA,5.4-5.9,P,T,52,904.7,12.4,,,S,,3,21.57,44.53
Plant Rows,N21-0609,Mx17-45-2,5,RM21-0609,2021,CLA,5.4-5.9,P,T,52,1119.9,11.6,,,D,,x,19.11,48.82
Plant Rows,N21-0610,Mx17-45-2,6,RM21-0610,2021,CLA,5.4-5.9,P,T,52,819.7,15.1,,,D,,2.5,22.95,43.77
Plant Rows,N21-0611,Mx17-45-2,7,RM21-0611,2021,CLA,5.4-5.9,P,T,52,686.5,14.5,,,D,,2.5,20.5,47.55
Plant Rows,N21-0612,Mx17-45-2,8,RM21-0612,2021,CLA,5.4-5.9,P,T,54,665.4,12.7,,,I,,2.5,20.09,47.75
Plant Rows,N21-0613,Mx17-45-2,9,RM21-0613,2021,CLA,5.4-5.9,P,T,53,691.3,11.7,,,I,,2.5,19.88,49.33
Plant Rows,N21-0614,Mx17-45-2,11,RM21-0614,2021,CLA,5.4-5.9,P,T,52,1073.5,13.2,,,I,,2,20.03,47.42
Plant Rows,N21-0615,Mx17-45-2,13,RM21-0615,2021,CLA,5.4-5.9,P,T,52,756.2,13.5,,,I,,2.5,19.79,48.21
Plant Rows,N21-0616,Mx17-45-2,14,RM21-0616,2021,CLA,5.4-5.9,P,T,52,1081.7,13.2,,,S,,2,20.88,46.58
Plant Rows,N21-0617,Mx17-45-2,15,RM21-0617,2021,CLA,5.4-5.9,P,T,52,1097.2,11.5,,,I,,x,20.25,45.63
Plant Rows,N21-0618,Mx17-45-2,16,RM21-0618,2021,CLA,5.4-5.9,P,T,52,780.8,12.9,,,I,,3,20.77,44.67
Plant Rows,N21-0619,Mx17-45-2,17,RM21-0619,2021,CLA,5.4-5.9,P,T,52,785.9,12.1,,,I,,2,19.88,48.63
Plant Rows,N21-0620,Mx17-45-2,18,RM21-0620,2021,CLA,5.4-5.9,P,T,52,1199.6,12.8,,,I,,2.5,20.82,47.6
Plant Rows,N21-0621,Mx17-45-2,19,RM21-0621,2021,CLA,5.4-5.9,P,T,52,1279.2,13.6,,,D,,3,22.13,44.63
Plant Rows,N21-0622,Mx17-45-2,20,RM21-0622,2021,CLA,5.4-5.9,P,T,52,815.2,13.3,,,S,,x,20.77,45.01
